,HELBIDEA/DIRECCION
4537,AIARTZA BIDEA 7
4538,KUKULU BIDEA 27
4539,GOITIKO-ANTSOBIAGA 2
4540,URTXU GARBE 11
4541,GAROENA Nº 1 IZQUI.
4542,LANDATXUETA KALEA 9
4543,CM KUKULU BIDEA 45
4544,ETXEBARRI BIDEA 
4545,LASTETXE 16
4546,KUKULU BIDEA 49
4547,LANDATXUETA KALEA 32
4548,GOIEASKOETXE BIDEA 1
4549,IBARRONDO BIDEA 4
4550,KATEA-LOIU 16
4551,GOITIKO-ANTSOBIAGA 6
4552,LARRONDO 7
4553,GARONA 14 A
4554,IBARRA 5
4555,LARRONDO 14
4556,ARTETXENA ELORRIETA 1
4557,TXORIERRI ETORBIDEA 31
4558,KUKULU BIDEA 45
4559,AIARTZA 5
4560,LAUROETA 4
4561,LAUROETA 4
4562,UINBETXIKI 9
4563,LOIU GURENA COMPLEJO RESIDENCIAL
4564,LAUROTA ETORBIDEA 22
4565,URTXU-GARBE 2
4566,ELOTXELERRI BIDEA FRENTE AL 17
4567,ELORRITXU
4568,IBARRA BIDEA 3-B
4569,MIKEL DEUNAREN PLAZA 2
4570,KANTERA 2B
4571,LARRAKOETXE DERIO 17
4572,UNBETXIKI 9
4573,GOITIKO-ANTSOBIAGA 4
4574,LARRAKOETXE-DERIO 4
4575,AZPILUETA 2
4576,AZPILUETA 1
4577,KUKULUMENDI 14
4578,KUKULU 59
4579,AIARTZA
4580,LARRAKOETXE DERIO 8
4581,LAUROETA 14
4582,URTXU GARBE 3
4583,ZABALOETXE 16
4584,KATEA-LOIU 16
4585,SATA LUZIA
4586,LARRAKOETXE ENPARANTZA 4
4587,ARTETABARRI 1
4588,UNBETXIKI 2
4589,LARRAKOETXE 3
4590,KUKULU BIDEA YAÑEZ
4591,URTXU GARBE  10 DRCHA.
4592,KUKULU 1
4593,MUNTXARAT 7
4594,PARKIN KATEA
4595,AIARTZA 7
4596,IBARRA BIDEA 5
4597,KATEA LOIU 1
4598,GOITIKO ANTSOBIAGA 11
4599,AEROPUERTO
4600,IBARRONDO CRUCE
4601,ELORRITXU 5
4602,ELORRITXU 6
4603,URTXU GARBE 2
4604,LAUROETA ETORBIDEA 10
4605,LARRAURI KALEA 51 B
4606,KUKULUMENDI 8
4607,URTXU GARBE 2
4608,IBARRA BIDEA 4
4609,LAUROETA 2
4610,KUKULU 16
4611,KUKULU 15
4612,LAUROETA ETORBIDEA 20
4613,KUKULU BIDEA 27
4614,UINBETXIKI 9
4615,HERRIKO PLAZA 
4616,LARRAKOETXE DERIO 19
4617,GOITIKO ANTSOBIAGA 2
4618,ELORRITXU -UNBE
4619,AIARTZA BIDEA 5
4620,LARRAKOETXE DERIO 7
4621,AIARTZA 5
4622,LARRAURI
4623,GOITIKO ANTSOBIAGA 4
4624,GOITIKO ANTSOBIAGA 4
4625,"KANTERABIDEA, 3"
4626,LANDATXUETA KALEA 51A
4627,BIDEA UNBETXIKI 9004 (48180)
4628,ELIZONDO
4629,GAROANE BIDEA 14 B
4630,MIKEL DEUNAREN PLAZA 2
4631,"KANTERA BIDEA, 4"
4632,ARESMENDI BIDEA 1
4633,ELOTXELERRI BIDEA
4634,KUKULU 51A
4635,KUKULU BIDEA 40
4636,KUKULU BIDEA 39
4637,GAROENA BIDEA1 IZ
4638,LARRAKOETXE- DERIO ETORBIDEA 8
4639,LARRONDOGOIKO
4640,URTXU-GARBE BIDEA 9
4641,BIDEA GAROENA 12DUP (48180)
4642,KANTERA BIDEA 4
4643,LANDATXUETA KALEA 51A
4644,GOITIKO ANTSOBIAGA 2
4645,GOITIKO-ANTSOBIAGA 9
4646,LANDATXUETA KALEA
4647,URTXU-GARBE  11
4648,KANTERA 7
4649,GARONE 1 IZQU.
4650,GAROANE BIDEA 14 B
4651,-48180
4652,ZABALOETXE BIDEA18
4653,AURREKOETXE BIDEA 2
4654,AURREKOETXE BIDEA 2
4655,LARRAURI 26
4656,KUKULU VIVERO
4657,IBARRA BIDEA 1 (48180)
4658,KUKULU BIDEA 51 (48180)
4659,BIDEA KANTERA 13CUA (48180)
4660,HARITZMENDI BIDEA 3 (48180)
4661,KUKULU BIEA 6
4662,KUKULU BIEA 6
4663,LARRAKOETE-DERIO 19
4664,LARRAKOETE-DERIO 19
4665,LARRAKOETXE-DERIO 19
4666,LARRAKOETXE-DERIO 19
4667,UNBETXIKI 2
4668,UNBETXIKI 2
4669,GOITIKO ANTSOBIAGA 2
4670,GOITIKO ANTSOBIAGA 2
4671,LAUROETA ETORBIDEA 16
4672,LAUROETA ETORBIDEA 16
4673,LAUROETA ETORBIDEA 19
4674,LAUROETA ETORBIDEA 19
4675,"ASKALDEA, 3"
4676,"AREITIO, 1"
4677,ELGETZU- GOITA
4678,ARTAMENDIBEKOA- BERANO
4679,CTRA. AREITIO - CEMENTERIO
4680,CTRA. FORAL BI-3302
4681,"TRABAKUA, 2"
4682,TRABAKUABEKOA
4683,CºABENDIBAR- GOITA
4684,"MALLAZPI, 26"
4685,MIKEL ZARATE 12-1º A2
4686,POLÍGONO GOITONDOERDIKOA
4687,MIKEL ZARATE 14 4ºC
4688,CL ARTEIZ 6
4689,"BARRIO ALDEGOIENA, 30"
4690,ADEBARAIETA 9 
4691,ARRUETA AUZOA 1  
4692,ALDEGOIENA 29
4693,ALDEGOIENA 28
4694,ALDEBARAIETA 31
4695,ANDRA MARI 14
4696,ARRUETA 14
4697,E.B.KIRIKIÑO 25 3-EZKERRA
4698,E.B.KIRIKIÑO 25 3 EZKERRA
4699,BARRIO LAMIKIZ
4700,ARRUETA 4(BALTZUNTZE BASERRIA)
4701,ANDRA MARI KALEA 14 (48212)
4702,MAÑARIA
4703,MAÑARIA
4704,KARMENGO KALEA 5  
4705,IDERRAGA 38
4706,AVENIDA ERDOTZA Nº 35
4707,"AGORRIXA BASERRIA, "
4708,IDERRAGA KALEA 14  
4709,ITURRETA AUZOA
4710,AV. XEMEIN 10024  
4711,Bº AMALLO SAN JUAN BAUTISTA ERMITA.
4712,ONTZU BASERRIA
4713,ATXONDOA 1 ITXURBE BASERRIA
4714,Bº BARINAGA Nº 42 A Cª ITXURBE
4715,LUGAR BARRIO ATXONDOA 22C (48270)
4716,LUGAR BARRIO UBILLA URBERUAGA 14A (48276)
4717,LARRUSKAIN-AMALLO AUZOA 34
4718,BARINAGA AUZOA 32A (48278)
4719,ERLATX BASERRIA ITURRETA ASOA
4720,ARRETXINAGA 16-B
4721,ITUARTE BASERRIA ATXONDOA
4722,BOLINTXU BASERRIA ILUNZAR
4723,ARRETXINAGA ETORBIDEA 6
4724,BIZKO BASERRIA MEABE
4725,BARRIO IDERRAGA Nº 38
4726,IDERRAGA 22(CASERIO TXARAKA)
4727,ATXONDOA ZEARKALEA 15
4728,ALDAOLA Nº5
4729,GOIKO PORTALA KALEA 1  
4730,AGUSTIN DEUNA KALEA 6  
4731,"ATXONDOA,13"
4732,GABIXOLA BASERRIA  
4733,ABESUA KALEA
4734,LARRUSKAIN-AMALLO AUZOA 35
4735,BARRIO BEKOBENTA Nº5
4736,BARRIO ILUNZAR S\N
4737,BARINAGA AUZOA 4 A IGLESIA
4738,CALLE ATXONDOA Nº 10- 3º
4739,LARRUSKAIN-AMALLO AUZOA 35
4740,LARRUSKAIN-AMALLO AUZOA 35
4741,BARINAGA AUZOA 4A IGLESIA
4742,IDERRAGA 31 A
4743,ABESUA Nº 16  PISO 1
4744,ABESUA Nº 22 -2º PISO
4745,OLABE AUZOA 9  
4746,UBILLA URBEROAGA 20
4747,ATXONDOA IBASETA BASERRIA 21
4748,URBILA URBERUAGA
4749,AVENIDA ERDOTZA 47
4750,BEKOBENTA Nº 32
4751,ERDIKO KALEA Nº 1
4752,ABESUA KALEA 1-3º
4753,ATXONDOA 4 -C
4754,ATXONDOA ETXETXU BASERRIA
4755,IDERRAGA  Nº2  LOCAL 29
4756,GERBIOLA BASERRIA 50
4757,BARRIO OLABE 34
4758,GOIKO PORTALA 22- 3 ESKUMA
4759,ITURRETA AUZOA 18
4760,BO BARINAGA AUZOA 18
4761,CL ERDIKOKALEA 15
4762,"SAKALDE, 16 A"
4763,SAKALDE 28
4764,"ERRIBERA, 15"
4765,"ERDIGUNE, 55"
4766, 
4767,ERDIGUNE 12
4768,"GOIETA, 4"
4769,JULE 3
4770,"SAKALDE, 28"
4771,ERRIBERA AUZUNEA 15  
4772,"GOIETA, 17"
4773,"ERRIBERA, 15"
4774,"ERRIBERA, 16"
4775,GOIETA
4776,PARQUE MIRABUENO
4777,IPARRAGUIRRE
4778,CUESTA HOSPITAL ALTO
4779,PAJARES
4780,SUBIDA SERANTES 
4781,"IPARRAGUIRRE,119"
4782,"SAGARDUI, 3"
4783,"GOIETA, 24 A"
4784,"IBARRA, 18 B"
4785,GOIETA AUZUNEA
4786,ERDIGUNE
4787,"BILLABASO, 13 B"
4788,PLENTZIA BIDEA
4789,"ERDIGUNE, 76"
4790,"BILLABASO, 15"
4791,"KURTZEGANA, 7"
4792,KURTZEGANA 3
4793,CERCA DE BIDEGORRI
4794,"ERDIGUNE, 65"
4795,ERDIGUNE 65
4796,"IANDURI, 17"
4797,"JULE, 7"
4798,"ELORTEGI, 9"
4799,"JULE, 7"
4800,"ERDIGUNE, 7"
4801,"GOIETA, 3"
4802,"BILLABASO, 4"
4803,"BILLABASO, 12"
4804,GOIETA 30-A
4805,ELEXALDE 28
4806,ERRIBERA 1
4807,JULE 3
4808,"BILLABASO, 4"
4809,"IBARRA, 4"
4810,"GOIETA, 3"
4811,"IBARRA, 5 B"
4812,"ERDIGUNE, 4"
4813,"SAKALDE, 25"
4814,"KURTZEGANA, 5"
4815,ELORTEGI 3
4816,"GOIETA, 30 A"
4817,"GOIETA, 14"
4818,"ERDIGUNE, 73"
4819,"IBARRA, 21"
4820,"BILLABASO, 2"
4821,"KURTZEGANA, 1 B"
4822,"ERRIBERA, 27"
4823,"JULE, 2"
4824,"ELORTEGI, 11 A"
4825,"ERDIGUNE, SAPUR 1"
4826,"ERDIGUNE, 66 D"
4827,"SAKALDE, 27"
4828,OLABE 20
4829,ERDIGUNE 13
4830,"ERRIBERA, 3"
4831,"ERDIGUNE, 11"
4832,"LARRETA, 22"
4833,"LARRETA, 22"
4834,"SAKALDE, 7"
4835,"SAKALDE, 7"
4836,"GOIETA, 35 B"
4837,"GOIETA, 35 B"
4838,BO GOIETA 12
4839,"BARRIO OLABE, 34"
4840,BARRIO OLABE 34
4841,"BARRIO OLABE, 28"
4842,NPR  MARMIZ/SOLAURREN
4843,"BARRIO OLABE, Nº 34"
4844,"BARRI OLABE, Nº 34"
4845,"BARRIO MARMIZ, 20"
4846,BARRIO ELEXALDE Nº 14
4847,BARRIO OLABE Nº 27
4848,"ALBIZ AUZOA, 2"
4849,OLABE AUZOA
4850,ITURRETA AUZOA 4
4851,LIKOA . 17. ARRIGORRI
4852,LEAGI AUZOA 10
4853,ZELAIA 12
4854,ZELAIA 25. AGARRE BEKOA ETXEA
4855,LIKOA 11. ARRIGORRI ETXEA. 
4856,LIKOA AUZOA 17. ARRIGORRI ETXEA.
4857,LIKOA 17 ARRIGORRI
4858,LIKOA 17. ARRIGORRI ETXEA
4859,ITURRETA  8
4860,LIKU ZABALE BASERRIA LIKOA AUZOA
4861,LIKOA AUZOA. PAGUKOA ETXEA
4862,ZELAIA AUZOA. 
4863,LEA INGURUA
4864,LEA INGURUA
4865,LIKONA 4
4866,ITURRETA AUZOA. ALLU BASERRIA
4867,ZELAIA 26. BOGA BOGA
4868,ZELAIA AUZOA 8
4869,VISTA ALEGRE ETXEA
4870,TELLERIA INGURUA LEA IBILBIDEA
4871,VISTA ALEGRE. KARRASPIO BIDEGURUTZEA
4872,LEAGI AUZOA. LEA BEKOA 
4873,LEAGI AUZOA. LEA BEKOA 
4874,ZELAIA AUZOA 22
4875,LIKONA Nº17
4876,LIKOA AUZOA 29
4877,CAMPING ENDAI
4878,LEAGI AUZOA 10
4879,LIKU ZABALE
4880,ITSAS GAIN. BAURDO
4881,LIKOA AUZOA . ARTZABAL
4882,AMETSA AUZOA 4
4883,BIDEBIETA JATETXEA
4884,MESTERIKA 28
4885,EMERANDO 13
4886,MESTERIKA 34
4887,EMERANDO 13
4888,MEÑAKABARRENA
4889,MEÑAKABARRENA 14
4890,MESTERIKA 13
4891,MESTERIKA 28
4892,EMERANDO 8
4893,EMERANDO 27
4894,MEÑAKABARRENA 72 B
4895,MEÑAKABARRENA 72 B
4896,MEÑAKABARRENA 48
4897,"MESTERIKA, 15"
4898,MEÑAKABARRENA 48
4899,MESTERIKA 26
4900,EMERANDO  28
4901,AMETZA 4 A
4902,MEÑAKABARRENA 53
4903,MEÑAKABARRENA 36
4904,MEÑAKABARRENA 45
4905,EMERANDO AUZOA 35
4906,EMERANDO 16
4907,MEÑAKABARRENA 37
4908,MESTERIKA 39
4909,MESTERIKA 56
4910,EMERANDO 12
4911,MEÑAKABARRENA 37
4912,MESTERIKA 21
4913,MESTERIKA 17
4914,MEÑAKABARRENA 16
4915,MESTERIKA AUZOA 52
4916,AMETZA 19
4917,AMETZA 17
4918,MEÑAKABARRENA 72
4919,EMERANDO AUZOA 19
4920,EMERANDO 37
4921,MEÑAKABARRENA 11
4922,MEÑAKABARRENA 11
4923,MEÑAKABARRENA 11
4924,MEÑAKABARRENA 40
4925,MEÑAKABARRENA 13
4926,MEÑAKABARRENA 64
4927,MEÑAKABARRENA 64
4928,"EMERANDO AUZOA, 12"
4929,AMETZA AUZOA
4930,MESTERIKA AUZOA 4
4931,"MESTERIKA AUZOA, 57"
4932,"MESTERIKA AUZOA, 57"
4933,"MESTERIKA AUZOA, 49"
4934,"MESTERIKA AUZOA, 49"
4935,BO MEÑAKABARRENA 28
4936,BO MEÑAKABARRENA 28
4937,ELEIZ-ONDO KALEA 4  
4938,   
4939,OÑARTE AUZOA 11  
4940,MORGAONDO AUZOA 16  
4941,SAGASTI AUZOA 22  
4942,BARRIO IZABALE
4943,GANBE 11
4944,"GANBE,23"
4945,-48115
4946,"BARRIO GANBE,32"
4947,BO FLORES 6
4948,LAMIARAN
4949,CEMENTERIO
4950,"GOIKO KALEA, 8"
4951,LUGAR BARRIO PORTUONDO 1A  
4952,BIDEA GOITIZ 3B  
4953,ARENE
4954,BARRIO ONDARTZA
4955,SOLAGUREN BEKOA
4956,ARENE AUZOA
4957,PORTUONDO AUZOA 1
4958,GOITIZ
4959,AGIRRE AUZOA 2
4960,BERASTEGI AUZOA 3 (48360)
4961,PUERTO
4962,HONDARTZAPE BIDEA
4963,POLÍGONO LAMIARANPE
4964,ERREKA AUZOA 2
4965,ERREKA AUSOA Nº-4
4966,BO BERASTEGI 1
4967,CL MONDOLLU 
4968,"OLALDE BERESIA KALEA, 8"
4969,"TORRE BIDEA, 4"
4970,"GOIKOETXE BIDEA, 4"
4971,"ATXURI BIDEA, CASERIO ESTARTA"
4972,"URBIDE KALEA, 24"
4973,"BASOBARRI KALEA, 1"
4974,"ARETZALDE KALEA, 5"
4975,"BIRLEKO ERROTA BIDEA, 1"
4976,BIRLEKO ERROTA BIDEA 1  
4977,"ATXURI BIDEA, 24"
4978,"AMETZABIDE KALEA, 23"
4979,"LOBABIDE KALEA, 4"
4980,"LAUKARIZ BIDEA, 7"
4981,"AITA ARRUPE KALEA, 1"
4982,CL BERMEO BIDEA 36
4983,"ATXURI BIDEA, 24"
4984,"GAMIZ BIDEA, 61"
4985,"URBIDE KALEA, 35"
4986,"ARITZ KALEA, 115"
4987,BARRIO BASOZABAL 91  
4988,"ERROTA BIDEA, 4"
4989,"GOIKOETXE KALEA, 3A"
4990,"ERMITAZPI KALEA, 28"
4991,"AMETZABIDE KALEA, 57"
4992,CAMINO SAN MARTÍN
4993,"ATXURI BIDEA, 2"
4994,"LAUKARIZ BIDEA, 29"
4995,"ARITZ BIDEA, 33"
4996,BEKO KALE KALEA 7  
4997,"MATIÑE BIDEA, 10"
4998,"LARRABIZKER BIDEA, 48  "
4999,C/PLENTZIA BIDEA NO 44  
5000,"ELORDUIZARRA KALEA, 2"
5001,"MARTINTXONE BIDEA, 2"
5002,"AGARREBASO KALEA, 8"
5003,"GAZANDA BIDEA, 11"
5004,"LOBAZPI KALEA, 2"
5005,BI-631-PK23
5006,ZUMETZAGA BIDEA 2A
5007,"BAKIO BIDEA, 4"
5008,"MADALEN BIDEA, 14"
5009,"TXIRLONE BIDEA, 2"
5010,"PLENTZIA BIDEA, 34, 1B"
5011,"BAKIO BIDEA, 6"
5012,"LAUKARIZ BIDEA, 19"
5013,"MARKAIDA BIDEA, 4"
5014,"EGUZKIALDE KALEA, 36"
5015,"AITA ELORRIAGA KALEA, 10"
5016,"LAUKARIZ BIDEA, 56"
5017,"ATXURI BIDEA, 17"
5018,CAMINO BAKIO
5019,CAMINO BAKIO
5020,LUKIETA Nº8
5021,"DERIO BIDEA, 1"
5022,CAMINO PLENTZIA
5023,"BERMEO KALEA, 5"
5024,"AITA ELORRIAGA KALEA, 10"
5025,MOSTEI BIDEA 7  
5026,"TROBIKA KALEA, 2"
5027,"OLETALDE KALEA, 29"
5028,"KALEA ORTUZARRA, 40"
5029,LA SOTA
5030,SOPUERTA
5031,CARRAL Nº7
5032,"EL CASTAÑO VIEJO, 2"
5033,"ALISAL, 1"
5034,"AVELLANEDA, 27"
5035,"KALEA ETXEAURREA, 15A"
5036,EMERANDO AUZOA 1  
5037,"GAZANDA BIDEA, 17"
5038,"LAUAXETA OLERKARI KALEA, 47"
5039,"PLENTZIA BIDEA, 30"
5040,MARKAIDA  BIDEA 4
5041,MARKAIDA
5042,"ATELATA BIDEA, 1"
5043,"ATXURI BIDEA, 12"
5044,ERROTA BIDEA 6
5045,"ITURLEKU KALEA, 3"
5046,"MADALEN BIDEA, 14"
5047,"SAN MARTIN BIDEA, 14"
5048,"AMETZABIDE KALEA, 41"
5049,"DERIO BIDEA, 62"
5050,DERIO BIDEA 62
5051,"TXIRRO BIDEA, 7-9"
5052,"SAN LORENZO BIDEA, 8"
5053,"BAKIO BIDEA, 7"
5054,"MITXELENE BIDEA, 7"
5055,"URBIDE KALEA, 33"
5056,"SAN MARTIN BIDEA, 6A"
5057,"SANTA ELENA BIDEA, 8"
5058,BARRIO ITURRIBALTZAGA 30DUP  
5059,"DERIO BIDEA, 10"
5060,"DERIO BIDEA, 2"
5061,"ATXURIZUBI KALEA, 18"
5062,TORREBILLELA PARKEA
5063,BIDEA TXIRRO 19B  
5064,BIDEA TXIRRO 9E  
5065,"LUKIETA KALEA, 12"
5066,BIDEA DERIO BIDEA 46D  
5067,"MATIÑE BIDEA, 6"
5068,"ARITZ BIDEA, 115"
5069,"TXIRRO BIDEA, 3 B"
5070,"BAKIO BIDEA, 13"
5071,"BERMEO K., 24"
5072,EMERANDO
5073,MARKAIDA 32D
5074,"C/MARKAIDA, 32D"
5075,"MARKAIDA BIDEA, 32"
5076,LARRAURI
5077,"MOSTEI BIDEA, 5"
5078,"ELORDUIZARRA, 9 (URBANIZACIÓN ELORDUIGANE)"
5079,"TORRONTEGI BIDEA, 8"
5080,"PLENTZIA BIDEA, 33"
5081,C/ATXURI BIDEA Nº 15A
5082,"OLEBARRIETA BIDEA, 4"
5083,"MARKAIDA BIDEA, 32"
5084,"LORADI KALEA, 2"
5085,"ELIZALDE BIDEA, 38"
5086,TXIRRO BIDEA 17A (48120)
5087,"AMETZABIDE KALEA, 43"
5088,"AMETZABIDE KALEA, 14"
5089,"PLENTZIA BIDEA, 42A"
5090,"OLETALDE KALEA, 52"
5091,"GAMIZ BIDEA, 66"
5092,"ERROTA BIDEA, 5"
5093,"SANTA ELENA BIDEA, 4"
5094,"MARKAIDA BIDEA, 9"
5095,LARRABIZKER
5096,LORADI KALEA
5097,"MADALEN BIDEA, 1"
5098,CAMINO LARRABIZKER
5099,"ARTXINGO ITURRI BIDEA, 8"
5100,"LAUKARIZ BIDEA, 2"
5101,"ATXURI BIDEA, 12"
5102,SANTA ELENA BIDEA
5103,"BERMEO K., 46"
5104,CAMINO MARKAIDA
5105,"LAUKARIZ BIDEA, 23A"
5106,"ERREKATXU KALEA, 11"
5107,"PLENTZIA BIDEA, 25"
5108,ERMITAZPI Nº 34
5109,"MARKAIDA BIDEA, 28"
5110,"MARKAIDA BIDEA, 28-32"
5111,BIDEBIETA
5112,CALLE BERMEO BIDEA
5113,CAMINO MARKAIDA
5114,"SAN LORENZO BIDEA, 5"
5115,"BERMEO K., 40"
5116,"KARMELO ETXEGARAI KALEA, 47"
5117,"MARKAIDA BIDEA, 26"
5118,"KARMELO ETXEGARAI KALEA, 26"
5119,PARQUE DE TORREBILLELA
5120,"OLAZABALBIDE KALEA, 7"
5121,LA BILBAINA
5122,"LAUAXETA OLERKARI KALEA, 47"
5123,BIDEBIETA
5124,ELORDUIZARRA KALEA
5125,"SAN LORENZO BIDEA, 1"
5126,"LORENTZO DEUNA KALEA, 25"
5127,"LAUAXETA OLERKARI KALEA, 62"
5128,"TXIRRO BIDEA, 13"
5129,"SAN LORENZO BIDEA, 10"
5130,"ESTRATZA BIDEA, 1"
5131,"ARTIZ BIDEA, 121"
5132,"OLALDE BERESIA KALEA, 3"
5133,TELMO ZARRA ETXE TALDEA ETXETALDEA
5134,"DERIO BIDEA, 52"
5135,"ELIZALDE BIDEA, 20"
5136,"GOIKOETXE BIDEA, 1"
5137,"BIRLEKO ERROTA BIDEA, 11"
5138,CL HERRI BIDE 22
5139,"DERIO BIDEA, 62"
5140,"ESTRATZA BIDEA, 4"
5141,"ZUMETXAGA BIDEA, 6"
5142,"BERMEO K., 54"
5143,"LARRAGANE BIDEA, 1"
5144,"EGUZKIALDE KALEA, 22"
5145,"BERMEO K., 58"
5146,"PLENTZIA BIDEA, 16"
5147,KARMELO ETXEGARAI KALEA
5148,"ERRIBIDE KALEA, 2"
5149,PLENTZIA BIDEA 26
5150,"SAN LORENZO BIDEA, 10"
5151,CL ARITZ BIDEA 103-002
5152,"SANTA ELENA BIDEA, 7"
5153,"MARTINTXONE BIDEA, 3"
5154,"AMETZABIDE KALEA, 57"
5155,"ITURRIBALTZAGA BIDEA, 16"
5156,PARQUE TORREBILLELA
5157,"MASTIBARRENA KALEA, 4"
5158,"GAMIZ BIDEA, 28"
5159,"MARKAIDA BIDEA, 30"
5160,"ELORDUIZARRA KALEA, 45"
5161,"ITURRIBALTZAGA BIDEA, 16"
5162,"ARITZ BIDEA, S/N"
5163,"GARABILLA MARGOLARI KALEA, 4"
5164,CM LARRABIZKER BIDEA 7
5165,"TXIRRO BIDEA, 6"
5166,"BERMEO BIDEA, 54"
5167,"AMETZABIDE KALEA, 69"
5168,BI-3102
5169,PARQUE TORREBILLELA
5170,"DERIO BIDEA, 25"
5171,ATXURIZUBI KALEA
5172,"LUKIETA KALEA, 2"
5173,C/ELIZALDEBIDEAN 17A
5174,"LOBAZPI KALEA, 18, MUNGUÍA, ESPAÑA"
5175,LORENTZO DEUNA 17
5176,PARQUE TORREBILLELA
5177,CM DERIO BIDEA 1-A
5178,"ARETZALDE KALEA, 2"
5179,"ELIZALDE BIDEA, 22"
5180,"KALEA ORTUZARRA, 1"
5181,"MANTZORRI BIDEA, 6"
5182,OLALDE BERESIA S/N
5183,"CALLE BELAKO, 44"
5184,GAMIZ BIDEA S/N
5185,"ZUMETXAGA BIDEA, 6"
5186,"URBIDE, S/N"
5187,DERIO BIDEA 25
5188,PARQUE TORREBILLELA
5189,"DERIO BIDEA, 2"
5190,BO BASOZABAL 72-TRI
5191,LANDETXO S/N  
5192,"DERIO BIDEA, 2"
5193,"MOSTEI BIDEA, 2"
5194,"BIRLEKO ERROTA BIDEA, 4"
5195,"BERMEO BIDEA, 33"
5196,TORREBILLELA PARKEA
5197,"ARRITUGANE KALEA, 4"
5198,"LARAUDO BIDEA, 5"
5199,"SAN LORENZO BIDEA, 3"
5200,ELIZALDE BIDEA
5201,"GAMIZ BIDEA, 61A"
5202,"MARKAIDA BIDEA, 26A"
5203,"NEURETXETA KALEA, 5"
5204,"LOBAZPI KALEA, 2"
5205,"ARRIBIAZPI KALEA, 4"
5206,"BERMEO K., 51"
5207,KALEA BERMEO BIDEA 38A (48120)
5208,"URIKO ERROTA BIDEA, 7"
5209,PARQUE TORREBILLELA
5210,"C/ AMETZABIDE, CRUCE CON C/ AMETZAZPI Nº 30"
5211,"GAMIZ BIDEA, 8"
5212,"TXIRRO BIDEA, 6"
5213,"SAGARRALDE KALEA, 3"
5214,"ERROTA BIDEA, 9"
5215,"ARTXINGO ITURRI BIDEA, 1"
5216,"MANTZORRI BIDEA, 7"
5217,"KALEA ETXEAURREA, 11"
5218,"AMETZABIDE KALEA, 49"
5219,"ARITZ BIDEA, 107"
5220,"ERMITAZPI KALEA, 30"
5221,GAZANDA BIDEA
5222,"LAUKARIZ BIDEA, 9"
5223,"KARMELO ETXEGARAI KALEA, 26"
5224,TORREBILLELA PARKEA
5225,"ITURLEKU KALEA, 7"
5226,"KARMELO ETXEGARAI KALEA, 26"
5227,"BERMEO K., 5"
5228,"LAUKARIZ BIDEA, 17"
5229,"ELIZALDE BIDEA, 6"
5230,"ELORRIAGA BIDEA, 1"
5231,"GAZANDA BIDEA, 11"
5232,ALDAPABASO KALEA
5233,"ARITZ KALEA, 57"
5234,"ERROTA BIDEA, 9"
5235,"BERMEO K., 35"
5236,"LARRABIZKER BIDEA, 12"
5237,GOIETAKO PLAZA 3 ()
5238,"MEÑAKA BIDEA, 13"
5239,ISUSKIZA
5240,ARITZ KALEA 67- PROTEC ARISAWA
5241,"DERIO BIDEA, 46"
5242,BIDEA MADALEN BIDEA 20006 (48100)
5243,ARANA GOIRI-TAR SABIN KALEA 11 ()
5244,"MADALEN BIDEA, 14"
5245,"TXIRLONE BIDEA, 6"
5246,"GAMIZ BIDEA, 7"
5247,"GAMIZ BIDEA, 9"
5248,"TXIRLONE BIDEA, 6"
5249,"TXIRRO BIDEA, 6"
5250,"ERRIBIDE KALEA, 22"
5251,"LOBAZPI KALEA, 2"
5252,"USERGAIN KALEA, 16"
5253,CAMINO ATXURI
5254,CAMINO ATXURI
5255,CAMINO ATXURI
5256,CAMINO ATXURI
5257,"LAUKARIZ BIDEA, 15"
5258,"OLAZABALBIDE KALEA, 4"
5259,"USERGAIN KALEA, 16"
5260,"TXIRLONE BIDEA, 6"
5261,"MITXELENE BIDEA, 1A"
5262,"ERRIBIDE KALEA, 22"
5263,"MITXELENE BIDEA, 11"
5264,"GAMIZ BIDEA, 7"
5265,"MITXELENE BIDEA, 24"
5266,ELIZALDE BIDEA
5267,"KARMELO ETXEGARAI KALEA, 33"
5268,"ESTRATZA BIDEA, 1"
5269,"MATXIN BIDEA, 4"
5270,"GAMIZ BIDEA, 14"
5271,CALLE URBIDE
5272,"URBIDE KALEA, 21"
5273,"BASOBARRI KALEA, 8"
5274,"MADALEN BIDEA, 14"
5275,"ZUMETXAGA BIDEA, 6"
5276,CALLE LAUAXETA OLERKARI
5277,CL MIGUEL DE UNAMUNO 41
5278,"ATXURI BIDEA, (FRENTE AL Nº15)"
5279,"BERMEO K., 46"
5280,"PLENTZIA BIDEA, 21"
5281,ATELA BIDEA 14
5282,"MADALEN BIDEA, 8"
5283,"LOBAZPI KALEA, 19"
5284,"MARKAIDA BIDEA, 44"
5285,"MADALEN BIDEA, 16"
5286,OLAZABALBIDE KALEA 3 ()
5287,"SAN MARTIN BIDEA, 14"
5288,"SAN MARTIN BIDEA, 14"
5289,"OLAZABALBIDE KALEA, 13"
5290,"OLAZABALBIDE KALEA, 13"
5291,"LARRABIZKER BIDEA, 37"
5292,"LARRABIZKER BIDEA, 37"
5293,"LOBAZPI KALEA, 14"
5294,"LOBAZPI KALEA, 14"
5295,"LAUKARIZ BIDEA, 8"
